    id      t_sec       phi_rad    lambda_rad           h_m       psi_rad     theta_rad        xi_radsaved (Y/N)
  6812   +681.200  +0.752533062  -0.130602043  +1293.116750    -2.5680872    -0.0281505    -0.1709366    +1
  6813   +681.300  +0.752532659  -0.130602398  +1293.117110    -2.5736842    -0.0291299    -0.1718548    +1
  6814   +681.400  +0.752532254  -0.130602751  +1293.114959    -2.5794899    -0.0295613    -0.1725541    +1
  6815   +681.500  +0.752531847  -0.130603100  +1293.110801    -2.5852935    -0.0302590    -0.1731734    +1
  6816   +681.600  +0.752531439  -0.130603446  +1293.105000    -2.5909116    -0.0315679    -0.1737738    +1
  6817   +681.700  +0.752531030  -0.130603790  +1293.097263    -2.5962822    -0.0330145    -0.1743704    +1
  6818   +681.800  +0.752530619  -0.130604130  +1293.087185    -2.6013958    -0.0341716    -0.1747953    +1
  6819   +681.900  +0.752530207  -0.130604467  +1293.074525    -2.6062649    -0.0350237    -0.1750184    +1
  6820   +682.000  +0.752529793  -0.130604801  +1293.058912    -2.6110565    -0.0350076    -0.1751300    +1
  6821   +682.100  +0.752529377  -0.130605132  +1293.040805    -2.6158396    -0.0343829    -0.1751375    +1
  6822   +682.200  +0.752528960  -0.130605460  +1293.021658    -2.6206178    -0.0341256    -0.1751679    +1
  6823   +682.300  +0.752528541  -0.130605785  +1293.002226    -2.6254513    -0.0343871    -0.1753255    +1
  6824   +682.400  +0.752528121  -0.130606107  +1292.982211    -2.6305426    -0.0343430    -0.1755511    +1
  6825   +682.500  +0.752527699  -0.130606426  +1292.961473    -2.6360470    -0.0336503    -0.1758348    +1
  6826   +682.600  +0.752527276  -0.130606741  +1292.940566    -2.6417978    -0.0328264    -0.1761923    +1
  6827   +682.700  +0.752526851  -0.130607054  +1292.920387    -2.6475858    -0.0322152    -0.1766261    +1
  6828   +682.800  +0.752526425  -0.130607363  +1292.901605    -2.6534197    -0.0315702    -0.1770561    +1
  6829   +682.900  +0.752525998  -0.130607668  +1292.884322    -2.6594523    -0.0306744    -0.1774213    +1
  6830   +683.000  +0.752525569  -0.130607970  +1292.868573    -2.6658207    -0.0294679    -0.1777241    +1
  6831   +683.100  +0.752525139  -0.130608269  +1292.855015    -2.6724029    -0.0285330    -0.1780238    +1
  6832   +683.200  +0.752524708  -0.130608564  +1292.843906    -2.6789208    -0.0283328    -0.1783747    +1
  6833   +683.300  +0.752524275  -0.130608856  +1292.834808    -2.6852503    -0.0288081    -0.1787483    +1
  6834   +683.400  +0.752523842  -0.130609144  +1292.827251    -2.6914820    -0.0295286    -0.1790303    +1
  6835   +683.500  +0.752523407  -0.130609428  +1292.820616    -2.6977659    -0.0297755    -0.1791762    +1
  6836   +683.600  +0.752522970  -0.130609709  +1292.814773    -2.7040944    -0.0292814    -0.1791634    +1
  6837   +683.700  +0.752522533  -0.130609987  +1292.810256    -2.7102571    -0.0287802    -0.1790541    +1
  6838   +683.800  +0.752522095  -0.130610261  +1292.807005    -2.7161523    -0.0288057    -0.1788728    +1
  6839   +683.900  +0.752521655  -0.130610531  +1292.804145    -2.7218256    -0.0292445    -0.1785918    +1
  6840   +684.000  +0.752521214  -0.130610798  +1292.800823    -2.7273453    -0.0296915    -0.1782589    +1
  6841   +684.100  +0.752520772  -0.130611061  +1292.796965    -2.7327336    -0.0299648    -0.1779337    +1
  6842   +684.200  +0.752520329  -0.130611321  +1292.792861    -2.7379773    -0.0301963    -0.1776349    +1
  6843   +684.300  +0.752519885  -0.130611577  +1292.788248    -2.7432171    -0.0300163    -0.1773285    +1
  6844   +684.400  +0.752519439  -0.130611830  +1292.783232    -2.7486132    -0.0294829    -0.1769819    +1
  6845   +684.500  +0.752518993  -0.130612079  +1292.778803    -2.7541922    -0.0293689    -0.1766816    +1
  6846   +684.600  +0.752518546  -0.130612325  +1292.775027    -2.7599702    -0.0295440    -0.1765421    +1
  6847   +684.700  +0.752518097  -0.130612567  +1292.770757    -2.7659609    -0.0293226    -0.1765090    +1
  6848   +684.800  +0.752517648  -0.130612806  +1292.765704    -2.7719446    -0.0291050    -0.1764856    +1
  6849   +684.900  +0.752517198  -0.130613041  +1292.760158    -2.7777111    -0.0295169    -0.1764709    +1
  6850   +685.000  +0.752516746  -0.130613273  +1292.753952    -2.7832976    -0.0303378    -0.1764066    +1
  6851   +685.100  +0.752516294  -0.130613501  +1292.746747    -2.7887621    -0.0312606    -0.1762958    +1
  6852   +685.200  +0.752515841  -0.130613725  +1292.738493    -2.7942028    -0.0322765    -0.1760810    +1
  6853   +685.300  +0.752515386  -0.130613946  +1292.729185    -2.7998221    -0.0329259    -0.1758259    +1
  6854   +685.400  +0.752514931  -0.130614164  +1292.718724    -2.8056668    -0.0328159    -0.1757066    +1
  6855   +685.500  +0.752514475  -0.130614378  +1292.707601    -2.8115528    -0.0323662    -0.1757623    +1
  6856   +685.600  +0.752514018  -0.130614588  +1292.696382    -2.8173325    -0.0322040    -0.1758837    +1
  6857   +685.700  +0.752513560  -0.130614795  +1292.685177    -2.8230646    -0.0325132    -0.1759643    +1
  6858   +685.800  +0.752513101  -0.130614998  +1292.674147    -2.8289371    -0.0327107    -0.1760288    +1
  6859   +685.900  +0.752512642  -0.130615197  +1292.663356    -2.8350459    -0.0318799    -0.1761605    +1
  6860   +686.000  +0.752512181  -0.130615393  +1292.653014    -2.8412191    -0.0299872    -0.1763405    +1
  6861   +686.100  +0.752511720  -0.130615585  +1292.644328    -2.8472019    -0.0284338    -0.1764899    +1
  6862   +686.200  +0.752511258  -0.130615774  +1292.638097    -2.8528379    -0.0282241    -0.1766028    +1
  6863   +686.300  +0.752510796  -0.130615958  +1292.633915    -2.8581219    -0.0289014    -0.1766638    +1
  6864   +686.400  +0.752510333  -0.130616139  +1292.631054    -2.8632925    -0.0295612    -0.1765490    +1
  6865   +686.500  +0.752509869  -0.130616316  +1292.628801    -2.8686750    -0.0295752    -0.1762788    +1
  6866   +686.600  +0.752509405  -0.130616489  +1292.626886    -2.8744986    -0.0290077    -0.1759690    +1
  6867   +686.700  +0.752508940  -0.130616659  +1292.625237    -2.8808260    -0.0283696    -0.1757011    +1
  6868   +686.800  +0.752508474  -0.130616825  +1292.624237    -2.8874874    -0.0281595    -0.1756184    +1
  6869   +686.900  +0.752508008  -0.130616987  +1292.624248    -2.8943945    -0.0281799    -0.1756826    +1
  6870   +687.000  +0.752507542  -0.130617146  +1292.624766    -2.9015054    -0.0276498    -0.1758758    +1
  6871   +687.100  +0.752507074  -0.130617301  +1292.625707    -2.9085582    -0.0266544    -0.1761662    +1
  6872   +687.200  +0.752506607  -0.130617452  +1292.627847    -2.9153129    -0.0257279    -0.1764736    +1
  6873   +687.300  +0.752506139  -0.130617599  +1292.631432    -2.9216634    -0.0250533    -0.1766629    +1
  6874   +687.400  +0.752505670  -0.130617742  +1292.635781    -2.9276078    -0.0245270    -0.1766685    +1
  6875   +687.500  +0.752505201  -0.130617881  +1292.640550    -2.9331727    -0.0242998    -0.1764644    +1
  6876   +687.600  +0.752504732  -0.130618017  +1292.645804    -2.9382810    -0.0244174    -0.1762046    +1
  6877   +687.700  +0.752504262  -0.130618149  +1292.651427    -2.9429863    -0.0247552    -0.1758676    +1
  6878   +687.800  +0.752503792  -0.130618277  +1292.656828    -2.9477259    -0.0249455    -0.1753384    +1
  6879   +687.900  +0.752503322  -0.130618401  +1292.661808    -2.9529296    -0.0249447    -0.1747795    +1
  6880   +688.000  +0.752502851  -0.130618522  +1292.666579    -2.9586722    -0.0250997    -0.1743921    +1
  6881   +688.100  +0.752502380  -0.130618639  +1292.670921    -2.9648479    -0.0252820    -0.1743261    +1
  6882   +688.200  +0.752501908  -0.130618752  +1292.674874    -2.9712047    -0.0253336    -0.1745541    +1
  6883   +688.300  +0.752501436  -0.130618861  +1292.678819    -2.9775718    -0.0252276    -0.1748686    +1
  6884   +688.400  +0.752500964  -0.130618967  +1292.683256    -2.9838241    -0.0253285    -0.1750925    +1
  6885   +688.500  +0.752500492  -0.130619069  +1292.688250    -2.9899460    -0.0256657    -0.1751758    +1
  6886   +688.600  +0.752500019  -0.130619167  +1292.693458    -2.9961170    -0.0256783    -0.1751450    +1
  6887   +688.700  +0.752499546  -0.130619262  +1292.699275    -3.0023497    -0.0256516    -0.1750712    +1
  6888   +688.800  +0.752499073  -0.130619352  +1292.706509    -3.0085603    -0.0259618    -0.1750421    +1
  6889   +688.900  +0.752498600  -0.130619439  +1292.715339    -3.0147571    -0.0259450    -0.1750506    +1
  6890   +689.000  +0.752498126  -0.130619522  +1292.725797    -3.0209433    -0.0252384    -0.1750196    +1
  6891   +689.100  +0.752497652  -0.130619601  +1292.738634    -3.0269339    -0.0246969    -0.1749869    +1
  6892   +689.200  +0.752497177  -0.130619676  +1292.754202    -3.0325855    -0.0247235    -0.1750142    +1
  6893   +689.300  +0.752496703  -0.130619748  +1292.771804    -3.0380457    -0.0247731    -0.1750552    +1
  6894   +689.400  +0.752496228  -0.130619815  +1292.790953    -3.0434666    -0.0245232    -0.1750593    +1
  6895   +689.500  +0.752495754  -0.130619879  +1292.811698    -3.0488804    -0.0243174    -0.1749725    +1
  6896   +689.600  +0.752495279  -0.130619939  +1292.833952    -3.0544344    -0.0243690    -0.1748299    +1
  6897   +689.700  +0.752494804  -0.130619995  +1292.857382    -3.0602376    -0.0244451    -0.1746720    +1
  6898   +689.800  +0.752494328  -0.130620047  +1292.881980    -3.0661311    -0.0246727    -0.1746411    +1
  6899   +689.900  +0.752493853  -0.130620096  +1292.907768    -3.0719364    -0.0251355    -0.1747083    +1
  6900   +690.000  +0.752493377  -0.130620140  +1292.934139    -3.0775749    -0.0256574    -0.1747893    +1
  6901   +690.100  +0.752492902  -0.130620181  +1292.960354    -3.0830650    -0.0261346    -0.1747761    +1
  6902   +690.200  +0.752492426  -0.130620218  +1292.985853    -3.0884625    -0.0267515    -0.1747099    +1
  6903   +690.300  +0.752491950  -0.130620251  +1293.009976    -3.0938245    -0.0272983    -0.1746126    +1
  6904   +690.400  +0.752491474  -0.130620281  +1293.031961    -3.0991632    -0.0270242    -0.1745331    +1
  6905   +690.500  +0.752490997  -0.130620307  +1293.051920    -3.1043294    -0.0262581    -0.1744597    +1
  6906   +690.600  +0.752490521  -0.130620329  +1293.070470    -3.1091242    -0.0261959    -0.1744119    +1
  6907   +690.700  +0.752490044  -0.130620348  +1293.087326    -3.1136043    -0.0269365    -0.1743190    +1
  6908   +690.800  +0.752489568  -0.130620363  +1293.101784    -3.1181054    -0.0275932    -0.1741542    +1
  6909   +690.900  +0.752489091  -0.130620374  +1293.113980    -3.1228117    -0.0279205    -0.1739902    +1
  6910   +691.000  +0.752488614  -0.130620381  +1293.124340    -3.1276386    -0.0282467    -0.1738980    +1
  6911   +691.100  +0.752488137  -0.130620385  +1293.132909    -3.1325166    -0.0286644    -0.1739145    +1
  6912   +691.200  +0.752487660  -0.130620385  +1293.139294    -3.1374836    -0.0293190    -0.1739569    +1
  6913   +691.300  +0.752487183  -0.130620382  +1293.142632    +3.1405181    -0.0301880    -0.1740314    +1
  6914   +691.400  +0.752486706  -0.130620374  +1293.142714    +3.1351670    -0.0316421    -0.1741568    +1
  6915   +691.500  +0.752486228  -0.130620364  +1293.139478    +3.1297252    -0.0338867    -0.1743496    +1
  6916   +691.600  +0.752485751  -0.130620349  +1293.132098    +3.1239390    -0.0358124    -0.1745244    +1
  6917   +691.700  +0.752485273  -0.130620332  +1293.119969    +3.1176151    -0.0366887    -0.1747238    +1
  6918   +691.800  +0.752484796  -0.130620310  +1293.103615    +3.1109610    -0.0370758    -0.1750217    +1
  6919   +691.900  +0.752484318  -0.130620285  +1293.084051    +3.1043870    -0.0377417    -0.1754448    +1
  6920   +692.000  +0.752483841  -0.130620256  +1293.062000    +3.0981230    -0.0386279    -0.1759508    +1
  6921   +692.100  +0.752483363  -0.130620224  +1293.037771    +3.0921536    -0.0392155    -0.1764188    +1
  6922   +692.200  +0.752482885  -0.130620188  +1293.011411    +3.0863006    -0.0390174    -0.1766979    +1
  6923   +692.300  +0.752482408  -0.130620147  +1292.983539    +3.0804779    -0.0382674    -0.1768118    +1
  6924   +692.400  +0.752481930  -0.130620104  +1292.955131    +3.0748016    -0.0375776    -0.1768349    +1
  6925   +692.500  +0.752481453  -0.130620056  +1292.926560    +3.0693345    -0.0373742    -0.1768177    +1
  6926   +692.600  +0.752480975  -0.130620005  +1292.897307    +3.0638926    -0.0376480    -0.1767056    +1
  6927   +692.700  +0.752480498  -0.130619949  +1292.866960    +3.0582890    -0.0384354    -0.1765840    +1
  6928   +692.800  +0.752480022  -0.130619890  +1292.835335    +3.0524654    -0.0396316    -0.1765006    +1
  6929   +692.900  +0.752479545  -0.130619828  +1292.802096    +3.0463662    -0.0404995    -0.1764764    +1
  6930   +693.000  +0.752479069  -0.130619761  +1292.767456    +3.0400563    -0.0404595    -0.1765387    +1
  6931   +693.100  +0.752478593  -0.130619691  +1292.732125    +3.0336572    -0.0397945    -0.1765512    +1
  6932   +693.200  +0.752478117  -0.130619617  +1292.696684    +3.0272599    -0.0387880    -0.1765144    +1
  6933   +693.300  +0.752477641  -0.130619540  +1292.661830    +3.0211054    -0.0380072    -0.1765404    +1
  6934   +693.400  +0.752477166  -0.130619458  +1292.628220    +3.0153550    -0.0378088    -0.1765718    +1
  6935   +693.500  +0.752476692  -0.130619373  +1292.596204    +3.0099701    -0.0383173    -0.1764972    +1
  6936   +693.600  +0.752476217  -0.130619283  +1292.565501    +3.0046376    -0.0389669    -0.1762972    +1
  6937   +693.700  +0.752475743  -0.130619190  +1292.535914    +2.9992005    -0.0393422    -0.1760790    +1
  6938   +693.800  +0.752475269  -0.130619093  +1292.507373    +2.9937058    -0.0391924    -0.1759304    +1
  6939   +693.900  +0.752474796  -0.130618993  +1292.479866    +2.9881528    -0.0385572    -0.1758077    +1
  6940   +694.000  +0.752474323  -0.130618888  +1292.453674    +2.9825749    -0.0380365    -0.1756790    +1
  6941   +694.100  +0.752473851  -0.130618780  +1292.428628    +2.9770002    -0.0378744    -0.1756024    +1
  6942   +694.200  +0.752473379  -0.130618668  +1292.404377    +2.9714546    -0.0380869    -0.1755397    +1
  6943   +694.300  +0.752472908  -0.130618552  +1292.380605    +2.9658734    -0.0382595    -0.1754836    +1
  6944   +694.400  +0.752472437  -0.130618432  +1292.357041    +2.9601292    -0.0377766    -0.1753618    +1
  6945   +694.500  +0.752471967  -0.130618309  +1292.333722    +2.9542132    -0.0366124    -0.1751985    +1
  6946   +694.600  +0.752471497  -0.130618182  +1292.311281    +2.9482890    -0.0354747    -0.1750817    +1
  6947   +694.700  +0.752471027  -0.130618051  +1292.290546    +2.9425211    -0.0349117    -0.1750174    +1
  6948   +694.800  +0.752470559  -0.130617917  +1292.271551    +2.9368314    -0.0349150    -0.1749168    +1
  6949   +694.900  +0.752470090  -0.130617778  +1292.253560    +2.9309751    -0.0351214    -0.1747827    +1
  6950   +695.000  +0.752469623  -0.130617636  +1292.235839    +2.9249430    -0.0353926    -0.1747569    +1
  6951   +695.100  +0.752469156  -0.130617491  +1292.218260    +2.9188558    -0.0357681    -0.1749046    +1
  6952   +695.200  +0.752468689  -0.130617342  +1292.200791    +2.9127239    -0.0358139    -0.1750871    +1
  6953   +695.300  +0.752468224  -0.130617189  +1292.183624    +2.9065913    -0.0355871    -0.1751945    +1
  6954   +695.400  +0.752467759  -0.130617032  +1292.167172    +2.9004899    -0.0354875    -0.1752525    +1
  6955   +695.500  +0.752467294  -0.130616872  +1292.151481    +2.8945345    -0.0353894    -0.1753476    +1
  6956   +695.600  +0.752466831  -0.130616707  +1292.136672    +2.8888071    -0.0350896    -0.1754290    +1
  6957   +695.700  +0.752466368  -0.130616540  +1292.123089    +2.8832025    -0.0347639    -0.1754050    +1
  6958   +695.800  +0.752465906  -0.130616368  +1292.110685    +2.8776055    -0.0343889    -0.1753546    +1
  6959   +695.900  +0.752465445  -0.130616193  +1292.099191    +2.8719702    -0.0336564    -0.1752740    +1
  6960   +696.000  +0.752464985  -0.130616014  +1292.088769    +2.8663744    -0.0327283    -0.1752208    +1
  6961   +696.100  +0.752464525  -0.130615832  +1292.079144    +2.8608686    -0.0317128    -0.1752339    +1
  6962   +696.200  +0.752464066  -0.130615646  +1292.069869    +2.8553855    -0.0305926    -0.1752581    +1
  6963   +696.300  +0.752463609  -0.130615456  +1292.061117    +2.8499863    -0.0300345    -0.1753344    +1
  6964   +696.400  +0.752463152  -0.130615263  +1292.052975    +2.8446794    -0.0301507    -0.1754368    +1
  6965   +696.500  +0.752462696  -0.130615066  +1292.045451    +2.8393107    -0.0307811    -0.1754780    +1
  6966   +696.600  +0.752462241  -0.130614865  +1292.038258    +2.8336457    -0.0314541    -0.1755239    +1
  6967   +696.700  +0.752461787  -0.130614661  +1292.030666    +2.8276749    -0.0315582    -0.1756918    +1
  6968   +696.800  +0.752461334  -0.130614454  +1292.022605    +2.8216730    -0.0312666    -0.1759207    +1
  6969   +696.900  +0.752460882  -0.130614243  +1292.014676    +2.8158161    -0.0310192    -0.1760312    +1
  6970   +697.000  +0.752460432  -0.130614029  +1292.007201    +2.8100737    -0.0306604    -0.1759629    +1
  6971   +697.100  +0.752459982  -0.130613810  +1292.000330    +2.8044704    -0.0301964    -0.1757766    +1
  6972   +697.200  +0.752459533  -0.130613589  +1291.994229    +2.7989989    -0.0299340    -0.1755324    +1
  6973   +697.300  +0.752459085  -0.130613363  +1291.988859    +2.7935496    -0.0300698    -0.1752652    +1
  6974   +697.400  +0.752458638  -0.130613135  +1291.984060    +2.7880739    -0.0307314    -0.1750612    +1
  6975   +697.500  +0.752458193  -0.130612902  +1291.979509    +2.7825279    -0.0314585    -0.1749564    +1
  6976   +697.600  +0.752457748  -0.130612666  +1291.974434    +2.7767887    -0.0316180    -0.1749225    +1
  6977   +697.700  +0.752457304  -0.130612427  +1291.968253    +2.7708400    -0.0310372    -0.1749808    +1
  6978   +697.800  +0.752456861  -0.130612184  +1291.961202    +2.7649278    -0.0306228    -0.1751044    +1
  6979   +697.900  +0.752456420  -0.130611938  +1291.953279    +2.7592398    -0.0307578    -0.1752858    +1
  6980   +698.000  +0.752455979  -0.130611689  +1291.944254    +2.7537562    -0.0308790    -0.1754198    +1
  6981   +698.100  +0.752455540  -0.130611435  +1291.934379    +2.7483985    -0.0309654    -0.1754311    +1
  6982   +698.200  +0.752455102  -0.130611179  +1291.924029    +2.7430612    -0.0311731    -0.1753443    +1
  6983   +698.300  +0.752454665  -0.130610919  +1291.913551    +2.7375952    -0.0314321    -0.1751991    +1
  6984   +698.400  +0.752454229  -0.130610655  +1291.902777    +2.7318723    -0.0311944    -0.1750650    +1
  6985   +698.500  +0.752453794  -0.130610388  +1291.891785    +2.7259555    -0.0302609    -0.1750803    +1
  6986   +698.600  +0.752453360  -0.130610118  +1291.881341    +2.7199540    -0.0291787    -0.1751591    +1
  6987   +698.700  +0.752452928  -0.130609844  +1291.872260    +2.7139568    -0.0286025    -0.1752276    +1
  6988   +698.800  +0.752452496  -0.130609567  +1291.864840    +2.7080550    -0.0285144    -0.1753370    +1
  6989   +698.900  +0.752452067  -0.130609287  +1291.858694    +2.7022073    -0.0283507    -0.1754220    +1
  6990   +699.000  +0.752451638  -0.130609002  +1291.853717    +2.6963168    -0.0279953    -0.1754380    +1
  6991   +699.100  +0.752451211  -0.130608715  +1291.850034    +2.6903217    -0.0274983    -0.1754230    +1
  6992   +699.200  +0.752450785  -0.130608424  +1291.847717    +2.6842327    -0.0268776    -0.1754128    +1
  6993   +699.300  +0.752450360  -0.130608130  +1291.846902    +2.6781721    -0.0266800    -0.1754884    +1
  6994   +699.400  +0.752449937  -0.130607832  +1291.847287    +2.6722421    -0.0269235    -0.1756661    +1
  6995   +699.500  +0.752449515  -0.130607532  +1291.847906    +2.6664176    -0.0269928    -0.1758311    +1
  6996   +699.600  +0.752449094  -0.130607227  +1291.848037    +2.6605929    -0.0263808    -0.1759042    +1
  6997   +699.700  +0.752448675  -0.130606920  +1291.848225    +2.6547651    -0.0257039    -0.1758708    +1
  6998   +699.800  +0.752448257  -0.130606609  +1291.849164    +2.6489528    -0.0256330    -0.1757657    +1
  6999   +699.900  +0.752447841  -0.130606295  +1291.850642    +2.6430814    -0.0259494    -0.1756585    +1
  7000   +700.000  +0.752447426  -0.130605978  +1291.852077    +2.6370769    -0.0261823    -0.1755528    +1
  7001   +700.100  +0.752447012  -0.130605657  +1291.853463    +2.6310092    -0.0263115    -0.1754971    +1
  7002   +700.200  +0.752446600  -0.130605333  +1291.855148    +2.6251422    -0.0265663    -0.1755801    +1
  7003   +700.300  +0.752446190  -0.130605006  +1291.856926    +2.6195965    -0.0264985    -0.1757048    +1
  7004   +700.400  +0.752445781  -0.130604675  +1291.858788    +2.6142634    -0.0259599    -0.1756838    +1
  7005   +700.500  +0.752445373  -0.130604342  +1291.861246    +2.6090603    -0.0254682    -0.1755709    +1
  7006   +700.600  +0.752444967  -0.130604005  +1291.864288    +2.6039971    -0.0253017    -0.1754649    +1
  7007   +700.700  +0.752444562  -0.130603665  +1291.867422    +2.5989595    -0.0251806    -0.1753371    +1
  7008   +700.800  +0.752444159  -0.130603322  +1291.870531    +2.5937399    -0.0250239    -0.1751551    +1
  7009   +700.900  +0.752443758  -0.130602975  +1291.873802    +2.5882380    -0.0249456    -0.1749692    +1
  7010   +701.000  +0.752443358  -0.130602626  +1291.877114    +2.5823700    -0.0246674    -0.1748882    +1
  7011   +701.100  +0.752442959  -0.130602273  +1291.880136    +2.5760586    -0.0240079    -0.1749188    +1
  7012   +701.200  +0.752442562  -0.130601917  +1291.882952    +2.5694762    -0.0233657    -0.1750974    +1
  7013   +701.300  +0.752442167  -0.130601559  +1291.886018    +2.5628737    -0.0230769    -0.1753906    +1
  7014   +701.400  +0.752441774  -0.130601197  +1291.889903    +2.5565047    -0.0233667    -0.1757364    +1
  7015   +701.500  +0.752441381  -0.130600832  +1291.894573    +2.5504570    -0.0237103    -0.1760640    +1
  7016   +701.600  +0.752440991  -0.130600464  +1291.899580    +2.5446478    -0.0235148    -0.1762144    +1
  7017   +701.700  +0.752440602  -0.130600092  +1291.905007    +2.5390506    -0.0233859    -0.1761482    +1
  7018   +701.800  +0.752440215  -0.130599718  +1291.910652    +2.5336264    -0.0236857    -0.1759976    +1
  7019   +701.900  +0.752439829  -0.130599340  +1291.916100    +2.5282992    -0.0242813    -0.1757996    +1
  7020   +702.000  +0.752439446  -0.130598960  +1291.921303    +2.5230372    -0.0250571    -0.1756455    +1
  7021   +702.100  +0.752439063  -0.130598576  +1291.925855    +2.5176733    -0.0254708    -0.1755275    +1
  7022   +702.200  +0.752438683  -0.130598189  +1291.929457    +2.5120158    -0.0252824    -0.1753765    +1
  7023   +702.300  +0.752438304  -0.130597800  +1291.932161    +2.5060579    -0.0248279    -0.1752580    +1
  7024   +702.400  +0.752437926  -0.130597407  +1291.933881    +2.4999713    -0.0243090    -0.1752801    +1
  7025   +702.500  +0.752437551  -0.130597011  +1291.934523    +2.4938607    -0.0237869    -0.1753085    +1
  7026   +702.600  +0.752437177  -0.130596613  +1291.934162    +2.4877030    -0.0234759    -0.1753088    +1
  7027   +702.700  +0.752436804  -0.130596211  +1291.932988    +2.4815182    -0.0235927    -0.1753796    +1
  7028   +702.800  +0.752436434  -0.130595807  +1291.931029    +2.4753736    -0.0241559    -0.1755130    +1
  7029   +702.900  +0.752436065  -0.130595399  +1291.927975    +2.4693360    -0.0249423    -0.1756634    +1
  7030   +703.000  +0.752435698  -0.130594989  +1291.923794    +2.4634008    -0.0257688    -0.1757520    +1
  7031   +703.100  +0.752435333  -0.130594576  +1291.918441    +2.4574622    -0.0264507    -0.1757581    +1
  7032   +703.200  +0.752434969  -0.130594160  +1291.911366    +2.4513413    -0.0266583    -0.1757103    +1
  7033   +703.300  +0.752434607  -0.130593741  +1291.902412    +2.4450339    -0.0266151    -0.1756983    +1
  7034   +703.400  +0.752434247  -0.130593319  +1291.891890    +2.4387289    -0.0267919    -0.1757296    +1
  7035   +703.500  +0.752433889  -0.130592895  +1291.880133    +2.4323880    -0.0270727    -0.1757049    +1
  7036   +703.600  +0.752433532  -0.130592467  +1291.867625    +2.4258782    -0.0270984    -0.1756190    +1
  7037   +703.700  +0.752433178  -0.130592037  +1291.855053    +2.4193710    -0.0273154    -0.1756127    +1
  7038   +703.800  +0.752432825  -0.130591604  +1291.842395    +2.4130953    -0.0279308    -0.1757313    +1
  7039   +703.900  +0.752432474  -0.130591168  +1291.829037    +2.4070606    -0.0285181    -0.1758356    +1
  7040   +704.000  +0.752432125  -0.130590729  +1291.814911    +2.4012228    -0.0288130    -0.1758813    +1
  7041   +704.100  +0.752431778  -0.130590288  +1291.800451    +2.3956146    -0.0290213    -0.1758475    +1
  7042   +704.200  +0.752431432  -0.130589843  +1291.785857    +2.3901620    -0.0292056    -0.1756258    +1
  7043   +704.300  +0.752431089  -0.130589396  +1291.770886    +2.3846731    -0.0292219    -0.1752679    +1
  7044   +704.400  +0.752430747  -0.130588946  +1291.755246    +2.3789819    -0.0290112    -0.1749434    +1
  7045   +704.500  +0.752430408  -0.130588494  +1291.738908    +2.3730830    -0.0290238    -0.1747627    +1
  7046   +704.600  +0.752430070  -0.130588038  +1291.722162    +2.3671324    -0.0297906    -0.1747497    +1
  7047   +704.700  +0.752429734  -0.130587580  +1291.704827    +2.3612416    -0.0310115    -0.1748770    +1
  7048   +704.800  +0.752429400  -0.130587120  +1291.685869    +2.3553537    -0.0317244    -0.1750335    +1
  7049   +704.900  +0.752429068  -0.130586657  +1291.664811    +2.3495145    -0.0317102    -0.1751731    +1
  7050   +705.000  +0.752428738  -0.130586191  +1291.641878    +2.3438431    -0.0310053    -0.1752632    +1
  7051   +705.100  +0.752428410  -0.130585722  +1291.617733    +2.3383060    -0.0300759    -0.1752145    +1
  7052   +705.200  +0.752428084  -0.130585251  +1291.593134    +2.3329335    -0.0298346    -0.1751099    +1
  7053   +705.300  +0.752427760  -0.130584777  +1291.568365    +2.3276806    -0.0303896    -0.1750237    +1
  7054   +705.400  +0.752427438  -0.130584300  +1291.543095    +2.3222800    -0.0307307    -0.1749384    +1
  7055   +705.500  +0.752427118  -0.130583821  +1291.517095    +2.3165844    -0.0301304    -0.1748587    +1
  7056   +705.600  +0.752426799  -0.130583339  +1291.490956    +2.3107191    -0.0288888    -0.1748462    +1
  7057   +705.700  +0.752426483  -0.130582855  +1291.465674    +2.3049608    -0.0278366    -0.1749207    +1
  7058   +705.800  +0.752426169  -0.130582368  +1291.441957    +2.2993604    -0.0277277    -0.1749779    +1
  7059   +705.900  +0.752425857  -0.130581879  +1291.419639    +2.2937254    -0.0283804    -0.1750226    +1
  7060   +706.000  +0.752425547  -0.130581386  +1291.397864    +2.2879048    -0.0289110    -0.1750774    +1
  7061   +706.100  +0.752425239  -0.130580892  +1291.375610    +2.2818794    -0.0289587    -0.1751114    +1
  7062   +706.200  +0.752424933  -0.130580395  +1291.352214    +2.2757030    -0.0287989    -0.1751890    +1
  7063   +706.300  +0.752424630  -0.130579895  +1291.327705    +2.2695670    -0.0288117    -0.1753693    +1
  7064   +706.400  +0.752424328  -0.130579393  +1291.302413    +2.2636369    -0.0289462    -0.1755547    +1
  7065   +706.500  +0.752424029  -0.130578889  +1291.276840    +2.2579240    -0.0289671    -0.1756365    +1
  7066   +706.600  +0.752423731  -0.130578382  +1291.251301    +2.2523167    -0.0285102    -0.1755474    +1
  7067   +706.700  +0.752423436  -0.130577873  +1291.226209    +2.2467417    -0.0279518    -0.1753437    +1
  7068   +706.800  +0.752423143  -0.130577361  +1291.201769    +2.2411759    -0.0279454    -0.1750875    +1
  7069   +706.900  +0.752422852  -0.130576847  +1291.177311    +2.2355678    -0.0283260    -0.1748580    +1
